Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
male,group E,associate's degree,standard,completed,married,never,no,3.0,school_bus,> 10,61,55,52
male,group B,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,90,78,81
female,group C,bachelor's degree,standard,none,unknown,sometimes,yes,1.0,unknown,unknown,83,93,95
female,group B,some college,free/reduced,none,married,regularly,yes,2.0,unknown,5 - 10,62,69,67
male,group D,some high school,standard,completed,married,regularly,no,0.0,private,5 - 10,78,71,70
male,group C,associate's degree,standard,none,single,regularly,yes,2.0,unknown,5 - 10,50,51,44
female,group B,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,23,37,26
female,group D,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,35,55,60
male,group C,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,61,62,54
female,group C,unknown,standard,none,married,regularly,yes,0.0,unknown,5 - 10,62,74,64
female,group B,unknown,standard,completed,single,sometimes,yes,1.0,school_bus,< 5,66,74,72
male,group D,associate's degree,standard,completed,single,sometimes,yes,3.0,private,< 5,64,70,65
male,group D,some college,standard,none,unknown,regularly,yes,2.0,school_bus,< 5,78,72,67
female,group C,high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,72,80,75
male,group B,unknown,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,62,61,57
female,group C,bachelor's degree,standard,completed,married,regularly,yes,0.0,unknown,< 5,76,93,95
male,group E,associate's degree,standard,none,divorced,regularly,yes,2.0,private,> 10,92,76,79
female,group B,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,52,65,69
male,group E,some college,standard,none,married,never,no,4.0,school_bus,> 10,67,57,53
female,group C,some college,standard,completed,married,sometimes,no,1.0,school_bus,< 5,61,76,78
female,group C,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,45,57,57
female,group C,some college,standard,none,married,never,yes,2.0,unknown,< 5,55,68,66
female,group B,bachelor's degree,standard,none,single,regularly,no,3.0,school_bus,> 10,64,74,73
male,group A,unknown,standard,none,married,sometimes,no,2.0,private,5 - 10,63,61,61
female,group C,some college,free/reduced,completed,married,sometimes,yes,1.0,private,< 5,40,65,67
female,group D,some college,standard,none,divorced,sometimes,no,1.0,private,< 5,77,88,87
female,group B,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,56,61,57
male,group B,some high school,standard,completed,single,regularly,yes,3.0,private,5 - 10,87,85,79
female,group C,some college,standard,none,single,regularly,no,2.0,private,5 - 10,53,58,59
female,group D,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,26,33,31
male,group C,some college,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,60,60,59
male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,> 10,51,59,62
male,group C,high school,standard,completed,married,sometimes,yes,2.0,unknown,5 - 10,69,58,53
male,group C,bachelor's degree,free/reduced,none,married,regularly,no,3.0,private,> 10,64,67,63
female,group A,some high school,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,44,64,58
female,group D,some high school,standard,none,single,regularly,yes,5.0,school_bus,5 - 10,71,83,84
male,group E,some college,standard,none,married,regularly,yes,3.0,private,5 - 10,86,78,72
female,group C,some college,free/reduced,completed,single,sometimes,no,4.0,school_bus,5 - 10,45,73,70
male,group D,some high school,standard,none,single,sometimes,yes,0.0,private,> 10,76,75,73
female,group D,some college,standard,completed,married,sometimes,yes,1.0,private,> 10,84,98,97
female,group D,bachelor's degree,standard,none,married,sometimes,yes,0.0,unknown,> 10,60,71,74
female,group D,some high school,standard,none,single,sometimes,no,2.0,school_bus,> 10,82,91,83
female,group D,master's degree,free/reduced,completed,single,sometimes,yes,0.0,private,5 - 10,85,95,100
female,group A,some high school,standard,none,single,sometimes,no,1.0,private,> 10,73,84,78
male,group A,bachelor's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,67,64,63
female,group B,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,80,86,83
male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0.0,private,< 5,84,98,93
male,group C,master's degree,free/reduced,none,married,sometimes,no,2.0,unknown,5 - 10,79,82,73
female,group E,some high school,free/reduced,none,divorced,regularly,yes,3.0,private,> 10,40,50,47
female,group A,some high school,free/reduced,none,divorced,never,no,5.0,private,5 - 10,35,41,40
female,group E,some college,standard,none,divorced,regularly,yes,2.0,private,5 - 10,69,77,76
female,group E,bachelor's degree,standard,none,single,sometimes,yes,0.0,school_bus,< 5,62,71,68
female,group C,unknown,free/reduced,none,widowed,regularly,yes,4.0,school_bus,5 - 10,58,79,68
female,group D,high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,62,64,64
male,group D,master's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,71,70,75
male,group E,some high school,free/reduced,completed,single,regularly,yes,0.0,private,5 - 10,75,68,60
female,group D,some college,standard,none,single,sometimes,no,3.0,private,< 5,74,66,75
male,group E,some college,standard,none,married,sometimes,yes,3.0,school_bus,> 10,78,68,68
male,group C,associate's degree,standard,completed,divorced,regularly,yes,4.0,private,> 10,60,55,58
female,group C,some high school,standard,completed,single,sometimes,no,0.0,school_bus,5 - 10,65,74,77
female,group B,high school,free/reduced,none,married,never,no,5.0,school_bus,5 - 10,48,65,61
male,group B,some high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,73,62,57
male,group D,some high school,standard,none,single,never,no,4.0,private,< 5,56,57,51
female,group C,some high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,60,54,68
male,group A,some college,standard,none,married,sometimes,no,1.0,school_bus,unknown,53,43,43
female,group A,some college,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,51,66,57
female,group D,high school,standard,completed,single,sometimes,yes,4.0,private,5 - 10,88,99,100
female,group C,high school,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,55,59,63
female,group C,some high school,standard,none,married,regularly,yes,0.0,unknown,< 5,62,72,68
male,group B,associate's degree,standard,completed,married,regularly,no,3.0,school_bus,> 10,68,66,65
female,group B,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,84,81,78
female,group D,high school,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,52,57,56
male,group D,associate's degree,standard,completed,widowed,never,no,5.0,school_bus,> 10,86,83,84
female,group D,master's degree,standard,completed,unknown,regularly,yes,2.0,private,5 - 10,72,73,78
male,unknown,some college,standard,completed,widowed,regularly,yes,4.0,school_bus,5 - 10,86,84,79
male,group D,associate's degree,standard,none,married,sometimes,yes,3.0,private,unknown,71,66,60
female,group C,unknown,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,52,73,80
male,group E,high school,standard,none,single,regularly,no,3.0,private,5 - 10,86,74,70
male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3.0,private,< 5,68,72,66
male,group C,associate's degree,standard,none,married,sometimes,yes,3.0,unknown,< 5,71,71,65
male,group D,some college,standard,none,married,regularly,no,4.0,private,5 - 10,70,59,63
male,group E,high school,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,57,56,54
female,group D,high school,standard,completed,married,regularly,no,2.0,unknown,< 5,56,57,64
female,group D,master's degree,free/reduced,completed,divorced,never,yes,0.0,private,> 10,47,59,68
female,group A,some high school,standard,completed,married,sometimes,yes,0.0,unknown,< 5,57,83,78
male,unknown,some college,free/reduced,none,married,never,no,2.0,private,5 - 10,41,39,34
female,unknown,some college,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,60,65,60
male,group C,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,88,84,88
male,group C,some high school,free/reduced,none,single,regularly,yes,0.0,private,5 - 10,71,72,66
male,group A,some high school,free/reduced,none,single,sometimes,yes,1.0,private,unknown,65,59,53
male,group C,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,70,63,55
male,unknown,associate's degree,free/reduced,none,married,sometimes,no,1.0,private,< 5,62,65,57
female,group C,high school,standard,none,single,sometimes,yes,3.0,school_bus,unknown,61,72,70
male,group C,high school,standard,none,single,never,yes,4.0,school_bus,< 5,57,54,52
female,group A,some high school,free/reduced,none,divorced,sometimes,no,0.0,school_bus,< 5,45,58,49
male,group C,unknown,standard,none,married,sometimes,no,1.0,unknown,> 10,75,66,67
male,unknown,some college,free/reduced,completed,married,sometimes,no,7.0,private,5 - 10,50,48,53
male,group D,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,77,69,65
male,group D,unknown,free/reduced,none,divorced,sometimes,yes,1.0,private,5 - 10,75,66,73
male,group C,high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,69,55,51
male,group D,some high school,standard,completed,married,sometimes,no,0.0,school_bus,5 - 10,89,88,82
female,group C,unknown,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,69,82,80
female,group D,high school,standard,none,married,sometimes,yes,2.0,unknown,unknown,78,81,80
female,group A,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,59,73,69
female,unknown,associate's degree,standard,none,unknown,sometimes,no,1.0,school_bus,< 5,70,81,74
male,group A,some high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,79,82,73
female,group C,some high school,standard,completed,divorced,regularly,no,3.0,unknown,5 - 10,69,75,78
male,group D,some college,free/reduced,none,unknown,regularly,yes,1.0,school_bus,> 10,73,67,62
male,group C,high school,standard,completed,single,regularly,yes,2.0,school_bus,> 10,91,83,83
male,group B,high school,standard,none,widowed,regularly,yes,4.0,school_bus,5 - 10,48,46,43
male,group B,associate's degree,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,83,74,73
female,group C,some college,free/reduced,completed,divorced,sometimes,yes,3.0,private,5 - 10,64,85,85
female,group E,some college,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,100,92,97
female,group C,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,> 10,68,79,77
male,group C,some college,free/reduced,none,married,never,yes,3.0,private,> 10,64,57,48
female,group C,associate's degree,free/reduced,none,unknown,regularly,yes,3.0,private,5 - 10,54,61,63
male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,37,56,47
female,group D,bachelor's degree,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,79,89,89
male,group D,associate's degree,free/reduced,none,single,regularly,yes,1.0,unknown,5 - 10,54,54,49
female,group E,bachelor's degree,standard,none,married,regularly,no,2.0,school_bus,unknown,100,100,100
male,group B,high school,standard,none,married,sometimes,no,4.0,unknown,5 - 10,72,65,68
male,group C,bachelor's degree,free/reduced,none,married,regularly,no,1.0,private,< 5,52,57,55
male,group B,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,54,54,45
female,group E,some college,standard,none,divorced,never,no,1.0,private,5 - 10,68,68,74
female,group C,some college,free/reduced,none,widowed,sometimes,yes,4.0,school_bus,5 - 10,77,90,91
male,group A,bachelor's degree,standard,completed,divorced,sometimes,yes,0.0,private,5 - 10,75,58,62
female,group C,some college,standard,none,married,sometimes,no,4.0,unknown,5 - 10,84,87,91
female,group D,associate's degree,free/reduced,none,divorced,sometimes,no,1.0,school_bus,> 10,26,31,38
male,group A,high school,free/reduced,completed,married,regularly,no,7.0,school_bus,> 10,76,69,67
female,group A,high school,free/reduced,completed,single,regularly,yes,3.0,private,5 - 10,79,89,87
male,unknown,some college,standard,none,married,regularly,yes,2.0,private,5 - 10,93,75,77
female,group C,associate's degree,standard,completed,divorced,sometimes,no,1.0,private,5 - 10,83,85,90
female,group C,high school,standard,none,married,regularly,yes,0.0,private,< 5,62,68,74
female,group C,associate's degree,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,68,86,84
female,group D,some high school,standard,none,married,sometimes,no,5.0,private,> 10,57,66,60
female,group B,associate's degree,standard,none,single,sometimes,yes,2.0,private,5 - 10,90,90,91
female,group D,bachelor's degree,standard,completed,unknown,sometimes,yes,3.0,unknown,> 10,73,77,84
male,group E,bachelor's degree,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10,76,62,66
male,group D,unknown,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,80,68,72
female,group D,master's degree,standard,none,single,never,yes,1.0,private,5 - 10,53,64,70
male,group E,associate's degree,standard,none,single,sometimes,yes,4.0,school_bus,> 10,78,72,68
male,group B,high school,standard,completed,married,sometimes,yes,1.0,private,5 - 10,73,71,68
female,group D,associate's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,52,59,56
male,unknown,some college,free/reduced,none,married,sometimes,yes,2.0,private,> 10,70,69,62
male,group A,high school,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,59,52,46
female,group B,associate's degree,standard,none,single,regularly,no,3.0,school_bus,< 5,48,51,54
male,group C,high school,standard,none,married,sometimes,no,0.0,school_bus,< 5,67,72,69
male,group D,some college,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,61,47,56
female,group C,associate's degree,free/reduced,none,married,sometimes,no,4.0,school_bus,5 - 10,60,75,74
male,group B,some high school,standard,completed,divorced,regularly,yes,1.0,school_bus,5 - 10,65,53,58
male,group A,associate's degree,free/reduced,completed,unknown,never,yes,5.0,school_bus,5 - 10,76,80,79
female,group A,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,< 5,64,84,76
female,group C,associate's degree,standard,none,divorced,sometimes,no,0.0,unknown,5 - 10,64,64,70
female,group C,some college,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,83,83,90
female,group C,bachelor's degree,standard,none,married,sometimes,yes,6.0,school_bus,< 5,78,86,88
